banco;comercio;tipo;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Santander;Exò Nuit;restaurante y bar de cocina japonesa–mediterránea;30%. dcto. todos los miércoles;30;$40.000;Miércoles;;"Candelaria Goyenechea 3868, Vitacura; Vitacura";Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/exo-nuit;"restaurante y bar de cocina japonesa&ndash;mediterránea / Recuerda que: / - Exclusivo pagando con tus Tarjetas de Crédito y Débito Santander. / - Válido para consumo en local. / - Candelaria Goyenechea 3868, Vitacura. / - Tope de descuento de $40.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours."
Santander;Delivery Gourmet;Tus comidas favoritas en un solo pedido;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/delivery-gourmet;Tus comidas favoritas en un solo pedido / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local. / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Curry;Comida Tailandesa;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/curry-2;Comida Tailandesa / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local. / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Rocoto;Sabores peruanos auténticos en tu hogar;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro; Vitacura, Providencia, Santiago";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/rocoto;Sabores peruanos auténticos en tu hogar / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local, delivery web y retiro en local / - Partenón 1727, Vitacura / Av. Francisco Bilbao 2752, Providencia / Roberto Espinoza 718, Santiago Centro / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Estró;Cocina chilena con los mejores productos locales;40% dcto. todos los jueves.;40;$100.000;Jueves;;El Alcalde 15, Las Condes;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Región Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/estro-3;Cocina chilena con los mejores productos locales / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para compras en local. / - El Alcalde 15, Las Condes. / - No acumulable a otras promociones. / - Descuento máximo por pedido de $100.000 / - Descuento no aplica a menú ejecutivo
Santander;Social Bar;Burgas, drinks y el good food mood que ya amas;40% dcto. todos los lunes;40;$40.000;Lunes;;"Av. Vitacura 3396, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/social-bar;Burgas, drinks y el good food mood que ya amas. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local  / - Av. Vitacura 3396, Vitacura. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Lima Fusión;Gastronomía Peruana, Criollas y Nikkei se reinventa con un toque único;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;"Manuel Bulnes 314, Quillota; Quillota";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Valparaíso;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/lima-fusion;Gastronomía Peruana, Criollas y Nikkei se reinventa con un toque único. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Manuel Bulnes 314, Quillota. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Prístino;Preparaciones chilenas gourmet;50% dcto. todos los sábados;50;$50.000;Sábado;;"El Coihue 3807, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander American Express.;Presencial;Metropolitana;Desde el 1 de septiembre hasta el 30 de noviembre de 2026.;https://banco.santander.cl/beneficios/promociones/pristino;Preparaciones chilenas gourmet / Recuerda que: / -  / - Exclusivo con tus Tarjetas de Crédito Santander American Express. / - Válido en local. / - El Coihue 3807, Vitacura. / - No acumulable a otras promociones. / - Descuento máximo por pedido de $50.000
Santander;Streat Burger;Streat Makes You Happy;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;Las Condes, Lo Barnechea, Ñuñoa, La Florida, San Francisco de Mostazal, Hijuelas, Chillán, San Fernando, Llay Llay;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Metropolitana, O'Higgins, Ñuble, Valparaíso;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/streat-burger;Streat Makes You Happy / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en locales presenciales y en delivery a través de PedidosYa / - Válido en locales Santiago y Carretera. / - Válido dos cupones semanales por persona. / - Excluye categoría helados y combo full. / - No acumulable con otras promociones.  / - Descuento máximo por pedido de $40.000
Santander;Expendio Montt;Los mejores tacos y cervezas;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Manuel Montt 727, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/expendio-montt;Los mejores tacos y cervezas / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local. / - Manuel Montt 727, Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Bar Porfirio;Tacos, tragos y pura buena onda para cortar la semana con sabor;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Manuel Montt 697, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/bar-porfirio;Tacos, tragos y pura buena onda para cortar la semana con sabor / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local. / - Manuel Montt 697, Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Kento Sushi;Los mejores sushi, nikkei, Sin arroz, Vegetarianos, Ceviche y más;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;"Parque Arauco, Alto las Condes y Av. Vitacura 5460; Las Condes, Vitacura";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/kento-sushi;Los mejores sushi, nikkei, Sin arroz, Vegetarianos, Ceviche y más / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local y online. / - Parque Arauco, Alto las Condes y Av. Vitacura 5460 / - No acumulable con otras promociones. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $40.000
Santander;Taringa;Comida, cocteles, música y más;40% dcto. todos los sábados.;40;$40.000;Sábado;;"Av. Vitacura 5336, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/taringa-4;Comida, cocteles, música y más / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Av. Vitacura 5336, Vitacura. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Brunetti;Cafetería y restaurant;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;"Diaz gana 845, Antofagasta; Antofagasta";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Antofagasta;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/brunetti;Cafetería y restaurant / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Diaz gana 845, Antofagasta. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Hijo del Inca;Restaurante peruano;30% dcto. todos los miércoles;30;$40.000;Miércoles;;"Príncipe de Gales 6992, La Reina; Santa magdalena 168 local 102 Providencia; La Reina";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/hijo-del-inca;Restaurante peruano. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para compras en local. / - Príncipe de Gales 6992, La Reina. / - Santa magdalena 168 local 102 Providencia. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Siete Olas;Las mejores pizzas napolitanas y hamburguesas artesanales;50%. dcto. todos los miércoles;50;$50.000;Miércoles;;"Av. Cachagua 269, Zapallar; Zapallar";Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express.;Presencial;Valparaíso;Desde el 01 de junio hasta el 30 de noviembre de 2026;https://banco.santander.cl/beneficios/promociones/siete-olas;Las mejores pizzas napolitanas y hamburguesas artesanales. / Recuerda que: / - Exclusivo con tus Nuevas Tarjetas de Crédito Santander American Express. / - Válido para consumo en local. / - Av. Cachagua 269, Zapallar. / - Tope de descuento de $50.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Brunapoli;Vive la experiencia de una auténtica pizza Napolitana;40% dcto. todos los martes;40;$100.000;Martes;;"Nueva Costanera 3961, Vitacura; Av. José Alcalde Délano, Lo Barnechea; Camino El Alba 11969, Las Condes; Vitacura, Las Condes, Lo Barnechea";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/brunapoli;Vive la experiencia de una auténtica pizza Napolitana. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido en locales. / - Nueva Costanera 3961, Vitacura / - Av. José Alcalde Délano, Lo Barnechea / - Camino El Alba 11969, Las Condes / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $100.000.
Santander;Le Vice Chocolat;Exquisitos chocolates de la más alta calidad, elaborados con ingredientes seleccionados cuidadosamente y un toque artesa;40% dcto. todos los jueves.;40;Sin tope;Jueves;;Vitacura;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Online / delivery;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/le-vice-chocolat;Exquisitos chocolates de la más alta calidad, elaborados con ingredientes seleccionados cuidadosamente y un toque artesanal. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en tiendas y www.levicechocolat.com / - Sin tope de descuento. / - No acumulable a otras promociones. / - Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.
Santander;Berlin Döner Kebab;Restaurant de sandwich turco-alemanes;30% dcto. todos los miércoles;30;$40.000;Miércoles;;Ñuñoa, Vitacura;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/berlin-doner-kebab;Restaurant de sandwich turco-alemanes / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;Chicken Love You;Los mejores sandwich de pollo frito;40% dcto. todos los miércoles;40;$40.000;Miércoles;;Santiago,Vitacura,Las Condes,Maipú,La Reina,La Florida,Lo Barnechea,Viña del Mar;Exclusivo con tus Tarjetas de Crédito Santander;Presencial y online;Metropolitana,Valparaíso;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/chicken-love-you;Los mejores sandwich de pollo frito. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander / - Válido para consumo en locales y online. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000 / - Ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Se excluyen propinas, menús y happy hours.
Santander;Juan Esparraguito;Mucho más que frutas y verduras, productos de temporada y seleccionados uno a uno;30% dcto. todos los miércoles.;30;$100.000;Miércoles;;Las Condes, Lo Barnechea, Vitacura, La Reina, Ñuñoa, Providencia y Santiago;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Online / delivery;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/juan-esparraguito;Mucho más que frutas y verduras, productos de temporada y seleccionados uno a uno / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido en www.juanesparraguito.com / - No acumulable a otras promociones. / - Ingresa los 6 primeros dígitos de tu tarjeta como código de descuento. / - Descuento máximo por pedido de $100.000 / - Exclusivo en frutas y verduras.
Santander;Oh Bok;Autentica parrilla Koreana;40% dcto. todos los jueves;40;$40.000;Jueves;;"Av. Vitacura 4085 y Av. Vitacura 7261,Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/oh-bok;Autentica parrilla Koreana / Recuerda: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Av. Vitacura 4085 y Av. Vitacura 7261,Vitacura / - Tope de descuento de $40.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Milán;Sandwich Gourmet, Hamburguesas, Pizzas, Crepes y mucho mas;40% de dcto. todos los miércoles.;40;$40.000;Miércoles;;"Inés de Suarez 1330 y Andres Bello 580, Temuco; Temuco";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Araucanía;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/milan;Sandwich Gourmet, Hamburguesas, Pizzas, Crepes y mucho mas. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Inés de Suarez 1330 y Andres Bello 580, Temuco. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000.
Santander;El Mundo del Vino;El mejor vino para ti;40% dcto. todos los lunes en viñas seleccionadas.;40;$100.000;Lunes;; Providencia, Las Condes;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/el-mundo-del-vino-9;¡El mejor vino para ti! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para compras en local y www.elmundodelvino.cl / - No acumulable a otras promociones. / - En viñas seleccionadas: Clos de Luz, Barón Philippe, Tres Palacio, Las  Veletas, San Pedro, Tarapaca, Valdivieso, Ventisquero, Errazuriz, Arboleda.  / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $100.000
Santander;Bozzo;Disfruta los mejores chocolates, receta de tradición italiana;40% dcto. todos los martes en bozzochocolates.cl y 20% dcto. en tiendas;40;$40.000;Martes;;Las Condes, Vitacura, Lo Barnechea, Providencia, Santiago, Peñalolén, La Florida;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/bozzo-4;¡Disfruta los mejores chocolates, receta de tradición italiana! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en www.bozzochocolates.cl y presencial. / - 20% dcto. en tiendas válido solo en Región Metropolitana. / - No acumulable a otras promociones. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Para hacer efectivo el descuento debes mostrar y pagar con tus Tarjetas Santander. / - Descuento máximo por pedido de $40.000. / - Descuento aplica solamente para personas naturales.
Santander;El Taller;Helados Artesanales de Alta Calidad, reconocidos entre los mejores del Mundo;40% dcto. todos los martes;40;$15.000;Martes;;"Av. Providencia 1467, Providencia; Av. La Dehesa 1570, Lo Barnechea; Av. Apoquindo 2730, Las Condes; Providencia, Lo Barnechea, Las Condes";Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial y online;Metropolitana;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/el-taller;Helados Artesanales de Alta Calidad, reconocidos entre los mejores del Mundo / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido para consumo en locales y www.eltallerchile.cl / - Av. Providencia 1467, Providencia. / - Av. La Dehesa 1570, Lo Barnechea. / - Av. Apoquindo 2730, Las Condes. / - Tope de descuento de $15.000. / - Para compras presenciales pide tu descuento al momento de pagar. / - Para compras online ingresa los 6 primeros dígitos de tu tarjeta como código de descuento. / - No acumulable a otras promociones.
Santander;Ciros;Comida chilena y de ultramar;40% dcto. todos los sábados;40;$40.000;Sábado;;"Isidora Goyenechea 2971, Las Condes; Las Condes";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/ciros;Comida chilena y de ultramar / Recuerda: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Isidora Goyenechea 2971, Las Condes. / - Tope de descuento de $40.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Ari Nikkei;Nuevo concepto de sushi;30%. dcto. todos los viernes;30;$40.000;Viernes;;Las Condes;Exclusivo pagando con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/ari-nikkei;Nuevo concepto de sushi / Recuerda que: / - Exclusivo pagando con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Tope de descuento de $40.000. / - No acumulable a otras promociones.
Santander;La Mulata;La mejor cocina fusión peruana - japonesa;40% dcto. todos los miércoles.;40;$100.000;Miércoles;;"Av. Arturo Prat Chacón 902, Iquique; Iquique";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Tarapacá;Hasta el 30 de septiembre de 2026.;https://banco.santander.cl/beneficios/promociones/la-mulata;La mejor cocina fusión peruana - japonesa / Recuerda que: / -  / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Av. Arturo Prat Chacón 902, Iquique. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $100.000.
Santander;Sumoku;Comida del mar que garantiza un viaje entre clásicos sabores japoneses con notas sofisticadas de alta cocina;Hasta 50%. dcto. todos los martes y miercoles;50;$50.000;Martes, Miércoles;;"Bellavista 703, Reñaca.Con Tarjetas de Crédito Santander American Express; Reñaca";Exclusivo con tus Tarjetas de Crédito Santander American Express y Tarjeta de Crédito WorldMember Limited Santander LATAM Pass;Presencial;Valparaíso;Desde el 01 de junio hasta el 30 de noviembre de 2026;https://banco.santander.cl/beneficios/promociones/sumoku;Comida del mar que garantiza un viaje entre clásicos sabores japoneses con notas sofisticadas de alta cocina. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander American Express y Tarjeta de Crédito WorldMember Limited Santander LATAM Pass / - Válido para consumo en local. / - Bellavista 703, Reñaca.Con Tarjetas de Crédito Santander American Express / - Descuento aplica para los días martes / - Tope de descuento de $50.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.Con Tarjeta de Crédito WorldMember Limited Santander LATAM Pass / - Descuento aplica para los días miércoles / - Tope de descuento de $100.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Sociedad 0306;4 cocinas de autor + Bar;40% dcto. todos los martes;40;$40.000;Martes;;"Av. Sta. Isabel 0306, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/sociedad-0306;4 cocinas de autor + Bar / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Av. Sta. Isabel 0306, Providencia. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000.
Santander;Infiltrados;Deléitate con carnes, pescados y mariscos;Hasta 50%. dcto. todos los días viernes y sábados;50;$50.000;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;"Av. Vitacura 5708, Vitacura.Con Tarjetas de Crédito Santander American Express; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander American Express y Tarjeta de Crédito WorldMember Limited Santander LATAM Pass;Presencial;Metropolitana;Hasta el 30 de noviembre de 2026.;https://banco.santander.cl/beneficios/promociones/infiltrados;Deléitate con carnes, pescados y mariscos / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander American Express y Tarjeta de Crédito WorldMember Limited Santander LATAM Pass / - Válido para consumo en local. / - Av. Vitacura 5708, Vitacura.Con Tarjetas de Crédito Santander American Express / - Descuento aplica para los días viernes. / - Tope de descuento de $50.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.Con Tarjeta de Crédito WorldMember Limited Santander LATAM Pass / - Descuento aplica para los días sábados / - Tope de descuento de $100.000. / - Pide tu descuento al momento de pagar. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Do Sushi;Disfruta de la cocina Japonesa;50% dcto. todos los domingos;50;$50.000;Domingo;;"Suecia 0155, local 102, Providencia; Providencia";Exclusivo con tus Tarjetas de Crédito Santander American Express.;Presencial;Metropolitana;Desde el 1 de septiembre hasta el 30 de noviembre de 2026;https://banco.santander.cl/beneficios/promociones/do-sushi-6;Disfruta de la cocina Japonesa / Recuerda que: / -  / - Exclusivo con tus Tarjetas de Crédito Santander American Express. / - Válido para consumo en local  / - Suecia 0155, local 102, Providencia. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $50.000.
Santander;Carmine;Raíces profundas de una tradición gastronómica que ha sido transmitida de generación en generación;50% dcto. todos los jueves;50;$50.000;Jueves;;"Av. Edmundo Eluchans 595, Viña del Mar; Viña del Mar";Exclusivo con tus Tarjetas de Crédito Santander American Express.;Presencial;Valparaíso;Desde el 01 de junio hasta el 30 de novimbre de 2026;https://banco.santander.cl/beneficios/promociones/carmine;Raíces profundas de una tradición gastronómica que ha sido transmitida de generación en generación. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander American Express. / - Válido en local. / - Av. Edmundo Eluchans 595, Viña del Mar. / - No acumulable a otras promociones. / - Descuento máximo por pedido de $50.000.
Santander;Restaurante Hotel AWA;Cocina contemporánea con platos internacionales con técnicas tradicionales locales;40% dcto. todos los jueves;40;$40.000;Jueves;;"Ruta 225, Km. 27, Puerto Varas; Puerto Varas";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Los Lagos;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/restaurante-hotel-awa;Cocina contemporánea con platos internacionales con técnicas tradicionales locales. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Ruta 225, Km. 27, Puerto Varas. / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
Santander;ICA;Conoce la mejor cocina Peruana Criolla popular;40% dcto. todos los sábados;40;$40.000;Sábado;;"Isidora Goyenechea 2939, Las Condes; Las Condes";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de mayo de 2026;https://banco.santander.cl/beneficios/promociones/ica-2;Conoce la mejor cocina Peruana Criolla popular / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - No acumulable a otras promociones. / - Isidora Goyenechea 2939, Las Condes  / - Descuento máximo por pedido de $40.000.
Santander;La Dicha;Descubre los mejores platos gourmet;40% dcto. todos los lunes.;40;$100.000;Lunes;;"Alonso de Córdova 4355,Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/la-dicha-4;Descubre los mejores platos gourmet  / Recuerda que:  / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Alonso de Córdova 4355,Vitacura / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Tope de descuento $100.000.
Santander;Cosecha del Mar;Explora el mundo del salmón;40% dcto. todos los viernes;40;$100.000;Viernes;;Av. La Dehesa 2035, Lo Barnechea y Decher 161, Puerto Varas;"Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.; Válido en local, pagando con tu tarjeta física.";Presencial;Región Metropolitana;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/cosecha-del-mar-4;¡Explora el mundo del salmón! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido en local, pagando con tu tarjeta física.  / - Av. La Dehesa 2035, Lo Barnechea y Decher 161, Puerto Varas. / - Tope de dcto. mensual $100.000 / - No acumulable a otras promociones.
Santander;Barra Andalúe;Disfruta de la mejor gastronomía y tragos de autor de San Pedro de la Paz;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;"Av. Andalue 2295 local 1, Concepción; Concepción";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Biobío;Hasta el 30 de septiembre de 2026;https://banco.santander.cl/beneficios/promociones/barraandalue;¡Disfruta de la mejor gastronomía y tragos de autor de San Pedro de la Paz! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local, delivery y retiro. / - Av. Andalue 2295 local 1, Concepción / - No acumulable a otras promociones. / - Pide tu descuento al momento de pagar. / - Descuento máximo por pedido de $40.000. / - Se excluyen propinas, menús, happy hours.
